Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation,Difference
USA,AL,2022,12,Female,17,Right-Handed,162.0,25.9,167.2,1,Car,15,0.297,2.18,Tennis,1000,1000,1000,1000,900,900,25.9,Same length,76.2,75.4,Same length,June,Summer,Yes,No,Meat,Soft drink (caffeinated),History,7,12,3,Yes - other,Cell phone,58,63,24,24,2,68,4,0,23,23,98,7,29,0,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Relative,"Wildlife, animals",-5.199999999999989
USA,AL,2022,12,Male,18,Right-Handed,182.8,26,188.0,2,Car,15,0.311,34,Baseball/Softball,,,,,,,26,Right foot,7.9,7.5,Same length,September,Summer,No,No,Pizza/Pasta,Tea,Science,7,10,3,,,,,,,,,,,,,,,,,,,,,,,,-5.199999999999989
USA,AL,2022,12,Male,18,Right-Handed,182.8,26,188.0,2,Car,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.199999999999989
USA,AL,2022,12,Male,18,Right-Handed,182.8,26,188.0,2,Car,15,0.311,34,Baseball/Softball,,,,,,,26,Right foot,7.9,7.5,Same length,September,Summer,No,No,Pizza/Pasta,Tea,Science,7,10,3,Yes - broadband connection,Internet chat or instant messaging,48,182,,,,,,,,,,,,,Very little,Graduate degree,Pop,Fly,Rich,Relative,Other,-5.199999999999989
USA,AL,2022,12,Male,18,Ambidextrous,182.8,28,188.0,1,Car,20min,.31,34,Football (American),500,300,300,300,900,1000,28,Same length,80,79,Index finger,January,Fall,Yes,No,Meat,Tea,Other,7,8,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",20,50,12,15,0,10,5,0,15,1,20,10,0,0,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Business person,"Arts, culture, sports",-5.199999999999989
USA,AL,2022,12,Male,17,Right-Handed,167.6,26,173.0,1,Car,13,0.313,47,Basketball,500,500,700,700,1000,1000,26,,7,6.5,Ring finger,February,Fall,Yes,No,Meat,Energy drink,Music,7,9,4,Yes - broadband connection,Text messaging,70,70,2,1,0,0,0,6,9,3.5,9,1,6,0,Some,High school,Other,Super strength,Rich,Musician or singer,International aid,-5.400000000000006
USA,FL,2019,11,Male,16,Right-Handed,172.0,26.5,177.5,3,Car,6,0.297,42.0,Other,1000.0,1000.0,1000.0,700.0,500.0,500.0,26,Right foot,90.0,105,Ring finger,April,Spring,No,No,Poultry,Water,Science,6,10,4,Yes - broadband connection,Text messaging,15,20,6 ,2,42,10,14,15.0,8.0,2,2,0,0.0,4.0,A lot,Graduate degree,Other,Fly,Healthy,Other,International aid,-5.5
USA,AL,2023,12,Male,17,Right-Handed,195.5,30,201.0,1,Car,3,0.369,39,,0,123,246,37,572,824,30,Same length,76.2,78,Ring finger,April,Spring,No,No,Meat,Tea,Other,6,5,5,Yes - broadband connection,Cell phone,6,5,10,1,0,3,4,2,6,3,17,5,30,2,Very little,High school,Country,Invisibility,Rich,Relative,Other,-5.5
USA,MA,2014,12,Male,18,Right-Handed,175.3,25,181.0,1,Car,10,.391,28,Hockey (Ice),200,300,107,203,1000,1000,25.5,Left foot,10,10,Same length,January,Summer,No,No,Poultry,Sports drink,Computers and technology,7,11,3,Yes - broadband connection,Text messaging,100,100,20,1,,,,,,,,,,,,,,,,,,-5.699999999999989
USA,FL,2019,12,Male,17,Right-Handed,171.0,23,177.0,2,Car,15,0.467,53.0,Football (American),,,,,,,23,Same length,80.0,75,Index finger,October,Winter,Yes,No,Meat,Water,History,7,10,6 ,,Text messaging,5,7,25,1,1,5,3,4.0,35.0,5,10,3,0.0,0.0,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,International aid,-6.0
USA,AL,2022,12,Male,18,Right-Handed,172.0,56,178.0,1,Car,15,0.663,86,Golf,2,5,10,6,10,10,86,Same length,14,140,Ring finger,July,Fall,No,No,Meat,Water,History,6,9,4,Yes - other,Cell phone,10,10,12,4,4,8,6,6,6,6,6,6,8,6,Very little,Other,Rock and roll,Freeze time,Happy,Other,International aid,-6.0
USA,AL,2022,12,Male,18,Left-Handed,182.0,30,188.0,1,Car,15,0.3,33,Baseball/Softball,150,136,289,453,678,886,31,Left foot,66,63,Index finger,September,Summer,No,No,Meat,Water,Physical education,7,9,4,Yes - other,Telephone,9,12,10,2,0,2,10,0,2,2,4,3,18,4,Some,Graduate degree,Country,Fly,Rich,Business person,Other,-6.0
USA,AL,2022,12,Male,18,Right-Handed,187.0,29,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0
USA,MA,2016,12,Male,17,Right-Handed,183.0,30,189.0,1,Car,1,0.124,31,Bowling,1000,1000,750,750,1000,1000,29,Right foot,80,85,Ring finger,October,Summer,No,No,Meat,Water,Mathematics and statistics,7,8,6,Yes - broadband connection,Text messaging,50,200,10,5,10,40,21,1,21,24,28,10,0,2,A lot,Graduate degree,Country,Fly,Happy,Sports person,Health,-6.0
USA,FL,2016,12,Male,17,Right-Handed,185.0,29,191.0,1,Car,35,0.624,75.0,Other,973.0,791.0,733.0,630.0,139.0,193.0,29,Same length,78.0,81,Ring finger,December,Fall,No,No,Rice/Noodle dishes,Water,Science,7,9,2,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",38,41,20,2,10,20,7,5.0,10.0,8,8,6,0.0,4.0,Some,Undergraduate degree,Rock and roll,Super strength,Happy,Musician or singer,International aid,-6.0
USA,FL,2019,12,Female,17,Right-Handed,166.0,23,172.0,1,Car,17,0.701,39.0,Gymnastics,500.0,500.0,650.0,985.0,0.0,250.0,23,Same length,90.0,85,Ring finger,April,Winter,No,No,Meat,Tea,English,5,6,4,Yes - other,Text messaging,350,349,25,5,5,50,5,0.0,47.0,87,1,5,20.0,10.0,A lot,Graduate degree,Country,Super strength,Famous,Doctor or nurse,Health,-6.0
USA,FL,2019,12,Male,17,Right-Handed,173.0,25,179.0,2,Car,15,0.67,40.0,Basketball,1000.0,800.0,1000.0,700.0,400.0,700.0,24,Right foot,81.0,82,Ring finger,December,Winter,No,No,Meat,Water,Mathematics and statistics,7,9,4,Yes - broadband connection,Text messaging,250,300,5,1,5,10,5,3.0,8.0,4,5,2,0.0,0.0,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,Environment,-6.0
USA,FL,2021,12,Male,17,Right-Handed,182.0,26,188.0,2,Car,25,0.399,41.0,Soccer,690.0,690.0,690.0,690.0,1000.0,1000.0,26,Same length,85.0,83,Index finger,December,Summer,No,No,Poultry,Water,Geography,7,8,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",150,165,15,2,20,10,4,2.0,10.0,5,3,8,0.0,2.0,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,"Arts, culture, sports",-6.0
USA,MA,2016,6,Male,12,Right-Handed,146.0,26,152.0,2,Car,6,,,Soccer,1000,1000,1000,1000,10,1000,25,Right foot,90,90,Same length,March,Summer,No,No,No favorite,Water,Science,8,9,3,Yes - other,Internet chat or instant messaging,4,5,9,5,4,30,11,2,4,3,25,25,,,Very little,Graduate degree,Rap/Hip hop,Super strength,Happy,Sports person,International aid,-6.0
USA,FL,2020,11,Male,17,Right-Handed,168.0,23,174.0,2,Car,30,0.373,34.0,Tennis,500.0,0.0,200.0,500.0,1000.0,1000.0,23,Same length,76.0,89,Ring finger,August,Winter,Yes,No,Rice/Noodle dishes,Water,Mathematics and statistics,8,10,4,Yes - broadband connection,Text messaging,50,75,16,5,10,30,6,20.0,30.0,30,50,0,0.0,2.0,Very little,Graduate degree,Rap/Hip hop,Invisibility,Happy,Business person,Health,-6.0
USA,MA,2017,8,Female,12,Right-Handed,161.5,23,167.5,1,Car,20,.397,55,Dancing,1000,979,1000,947,513,620,23,Same length,80,80,Same length,August,Summer,Yes,Yes,Desserts,Soft drink (caffeinated),Computers and technology,6,5,5,Yes - broadband connection,Text messaging,00000,00000,45,1,3.5,10,7,3,3,1,4,8,.5,2,Some,Graduate degree,Pop,Freeze time,Healthy,Actor,Health,-6.0
USA,MA,2021,12,Male,18,Right-Handed,175.0,27.3,181.0,1,Bus,30-35,.279,51,Baseball/Softball,1,3,4,2,6,5,27.3,Same length,32,36,Same length,August,Fall,Yes,No,Poultry,Water,English,6-8,8-10,3,Yes - broadband connection,Internet chat or instant messaging,a lot,a lot,14,1,5,3 1/2,7,21,0,7,21,0,14,7,Very little,High school,,Freeze time,Rich,Relative,International aid,-6.0
USA,AL,2022,12,Male,18,Right-Handed,172.0,56,178.0,1,Car,15,0.663,86,Golf,2,5,10,6,10,10,86,Same length,14,140,Ring finger,July,Fall,No,No,Meat,Water,History,6,9,4,Yes - other,Cell phone,10,10,12,4,4,8,6,6,6,6,6,6,8,6,Very little,Other,Rock and roll,Freeze time,Happy,Other,International aid,-6.0
USA,MA,2019,12,Female,18,Right-Handed,165.0,25,171.0,1,Car,7,.39,40,Other,800,600,400,400,700,700,24,Right foot,150,160,Ring finger,December,Fall,Yes,No,Meat,Juice,History,5,10,4,Yes - broadband connection,Text messaging,100,200,3,1,16,14,1,2,35,7,100,50,20,4,A lot,Graduate degree,Jazz,Invisibility,Happy,Teacher,Education/Youth development,-6.0
USA,FL,2018,12,Male,18,Right-Handed,164.0,24,170.0,1,Car,10,0.2,24.0,Hockey (Ice),1000.0,9000.0,500.0,400.0,1000.0,1000.0,24,Same length,81.0,84,Ring finger,June,Winter,Yes,No,Rice/Noodle dishes,Milk,Science,6,10,3,Yes - broadband connection,Internet chat or instant messaging,10,15,,,,,,,,,,,,,A lot,Graduate degree,Techno/Electronic,Freeze time,Rich,Business person,Environment,-6.0
USA,MA,2018,8,Female,14,Right-Handed,154.0,25,160.0,6,Walk,5,0.346,91,Dancing,200,500,500,300,300,1000,26,Left foot,10,10,Same length,September,Spring,No,No,Seafood,Water,Mathematics and statistics,7,9,4,Yes - dial-up connection,"Myspace, Facebook, other social networking sites, or blog",50,100,5,5,5,10,3,10,15,15,9,2,0,5,Some,Graduate degree,Other,Fly,Rich,Friend,Education/Youth development,-6.0
USA,FL,2019,12,Male,17,Right-Handed,178.0,27,184.0,1,Car,10,0.613,39.0,Football (American),700.0,600.0,400.0,400.0,250.0,600.0,27,Same length,112.0,112,Same length,October,Summer,Yes,No,Pizza/Pasta,Water,Social studies,7,10,4,Yes - broadband connection,Text messaging,300,400,14,14,3.5,5,20,14.0,1.0,5,14,0,0.0,10.0,A lot,Graduate degree,Country,Freeze time,Happy,Sports person,Environment,-6.0
USA,FL,2017,12,Male,18,Right-Handed,175.0,27,181.0,1,Walk,10,0.279,45.0,Baseball/Softball,53.0,299.0,449.0,503.0,765.0,904.0,27,Same length,80.0,80,Same length,April,Summer,Yes,No,Poultry,Sports drink,Physical education,6,9,4,Yes - other,Text messaging,40,45,20,10,5,0,50,15.0,30.0,20,30,0,0.0,0.0,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,Education/Youth development,-6.0
USA,AL,2018,8,Male,14,Right-Handed,171.0,156,177.0,1,Bus,20,8,9,Football (American),,,,,,,145,Same length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0
USA,MA,2020,12,Female,17,Right-Handed,170.0,25,176.0,3,Rail (Train/Tram/Subway),70,0.453,80,Dancing,904,893,503,947,535,722,25,Same length,9.5,7.4,Index finger,January,Winter,No,No,Other,Water,Science,6,9,4,Yes - broadband connection,In person,30,100,4,30,30,5,0,0,20,20,60+,6,0,5,A lot,Graduate degree,Other,Freeze time,Happy,Relative,"Arts, culture, sports",-6.0
USA,MA,2020,11,Female,15,Right-Handed,153.2,23.5,159.4,1,Car,15,0.384,36,Martial Arts,390,465,545,636,765,957,23.5,Same length,86,90,Ring finger,July,Spring,No,No,Other,Water,Mathematics and statistics,5,10.5,4,Yes - broadband connection,In person,13,30,35,.1,30,20,3,0.5,0,1,41,1,5,2,A lot,Graduate degree,Punk rock,Freeze time,Happy,Relative,Education/Youth development,-6.200000000000017
USA,MA,2015,11,Male,16,Right-Handed,180.0,26.5,186.5,2,Walk,12,0.343,34,Hockey (Field),152,462,262,588,909,1000,26,Right foot,75,78,Same length,July,Summer,No,No,Meat,Water,Mathematics and statistics,7,6,5,Yes - other,Text messaging,450,450,2,1,2,1,5,12,1,71,5,3,0,1,Some,Graduate degree,Other,Freeze time,Happy,Other,Other,-6.5
USA,FL,2014,12,Male,17,Right-Handed,175.0,27.5,181.5,1,Car,7,0.28,34.0,Other,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.5
USA,MA,2018,12,Female,17,Right-Handed,171.4,21.59,178.3,1,Car,24,.357,41,Football (American),647,513,652,717,455,455,20.30,Same length,76.2,78.1,Ring finger,January,Summer,No,No,Poultry,Water,History,7,10,3,Yes - other,Text messaging,148,200,58,10,5,4,8,36,10,18,4,6,,6,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Sports person,Health,-6.900000000000006
USA,AL,2023,12,Male,18,Right-Handed,160.0,27,167.0,1,Car,5,0.27,66,Football (American),1,2,10,22,12,2121,28,Right foot,50,50,Index finger,November,Summer,No,No,Meat,Soft drink (caffeinated),Physical education,5,5,4,No internet connection,Text messaging,3,2,4,3,0,1,2,3,4,3,5,5,5,5,A lot,Other,Country,Super strength,,Sports person,Religious,-7.0
USA,FL,2014,12,Male,18,Left-Handed,193.0,31,200.0,2,Car,20,0.756,53.0,Football (American),250.0,250.0,250.0,250.0,500.0,500.0,30,Right foot,8.5,8.5,Same length,September,Fall,Yes,No,Meat,Sports drink,Social studies,6,10,2,Yes - broadband connection,Text messaging,60,70,10,4,7,4,16,2.0,2.0,5,3,10,4.0,4.0,A lot,Graduate degree,Country,Freeze time,Happy,Sports person,Health,-7.0
USA,AL,2010,12,Male,18,Right-Handed,176.0,26,183.0,1,Car,17,.36,47,Football (American),203,209,337,,1000,1000,27,Left foot,750,850,Ring finger,July,Fall,Yes,No,Meat,Water,History,8,9,2,Yes - other,In person,30,30,15,1,3,10,8,5,1,2,2,15,0,1,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Other,"Arts, culture, sports",-7.0
USA,AL,2022,12,Male,17,Right-Handed,177.0,25.4,184.0,2,Car,30,.281,43,Soccer,850,652,513,797,342,497,25.4,Same length,7.7,7,Index finger,March,Winter,No,No,Meat,Water,Physical education,6,8,5,Yes - other,In person,4,4,5,2,0,5,25,5,15,2,5,5,10,2,Some,Graduate degree,Rap/Hip hop,Fly,Rich,Sports person,Environment,-7.0
USA,AL,2010,12,Male,18,Right-Handed,178.0,27,185.0,1,Car,20,.344,53,Golf,400,400,400,,800,800,27,Same length,8,8.5,Ring finger,October,Spring,No,No,Poultry,Water,History,9,9,5,Yes - broadband connection,Cell phone,34,31,12,3,1,3,3,3,3,3,3,3,15,1,Some,Graduate degree,Rock and roll,Freeze time,Happy,Musician or singer,Environment,-7.0
USA,AL,2023,12,Male,18,Right-Handed,160.0,27,167.0,1,Car,5,0.27,66,Football (American),1,2,10,22,12,2121,28,Right foot,50,50,Index finger,November,Summer,No,No,Meat,Soft drink (caffeinated),Physical education,5,5,4,No internet connection,Text messaging,3,2,4,3,0,1,2,3,4,3,5,5,5,5,A lot,Other,Country,Super strength,,Sports person,Religious,-7.0
USA,FL,2014,12,Male,17,Right-Handed,170.0,25,177.0,1.5,Car,15,0.445,40.0,Soccer,750.0,900.0,500.0,350.0,800.0,1000.0,24.5,Right foot,7.0,7,Same length,April,Winter,Yes,No,Rice/Noodle dishes,Water,Computers and technology,7,11,4,Yes - broadband connection,Internet chat or instant messaging,5,3,24,1,10,3,6,15.0,18.0,1,36,5,0.0,1.0,Some,Graduate degree,Punk rock,Invisibility,Happy,Sports person,Health,-7.0
USA,MA,2016,12,Male,17,Right-Handed,174.0,26,181.0,1,Car,10,.651,40,Bowling,800,700,500,900,600,950,27,Left foot,99,103,Ring finger,March,Summer,No,No,Rice/Noodle dishes,Water,Computers and technology,6,8.5,4,Yes - broadband connection,Text messaging,40,40,10,0,6,7,0,21,4,5,24,4,0,5,Some,Graduate degree,Other,Fly,Happy,Relative,Environment,-7.0
USA,AL,2010,12,Male,17,Left-Handed,188.0,29,195.0,1,Car,20,0.328,45,Basketball,80,214,48,,385,390,29,Same length,11.4,11.3,Index finger,March,Summer,Yes,No,Meat,Sports drink,History,7,9,3,Yes - broadband connection,Cell phone,25,25,30,8,3,15,25,0,1,2,1,12,0,1,Very little,Graduate degree,Other,Freeze time,Happy,Other,Religious,-7.0
USA,FL,2022,12,Male,18,Right-Handed,175.0,25,182.0,1,Car,25,0.426,54.0,Lacrosse,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0
USA,MA,2015,8,Male,14,Left-Handed,168.0,27,175.0,2,Car,10,,,Other,6,5,2,3,0,1,27,Same length,80,80,Same length,September,Spring,No,No,Meat,Tea,History,8,9,4,Yes - broadband connection,In person,0,0,35,1,9,20,50,0,0,0,5,5,0,7,Some,Graduate degree,Country,Super strength,Healthy,Other,Health,-7.0
USA,FL,2011,12,Male,17,Right-Handed,176.0,25,183.0,2,Car,20,0.325,36.0,Golf,1000.0,1000.0,950.0,,900.0,1000.0,24,Right foot,70.0,80,Ring finger,December,Winter,No,No,Meat,Water,Mathematics and statistics,8,8,7,Yes - broadband connection,Text messaging,100,100,15,7,10,20,20,5.0,5.0,6,20,10,0.0,4.0,Some,Other,Rap/Hip hop,Freeze time,Rich,Relative,Health,-7.0
USA,MA,2016,8,Male,14,Right-Handed,171.0,26,178.0,1,Bus,18,0.496,38,Basketball,800,722,523,600,800,825,26,Same length,85,90,Index finger,October,Summer,No,No,Poultry,Water,Computers and technology,8.5,14.5,4,Yes - broadband connection,Text messaging,550,550,24,0.5,5.15,25,20,3,3,7.5,5,10,8,5,A lot,Graduate degree,Rap/Hip hop,Super strength,Rich,Business person,"Wildlife, animals",-7.0
USA,MA,2017,8,Male,13,Right-Handed,156.0,28,163.0,1,Bus,15,0.415,53,Baseball/Softball,1000,1000,1000,1000,500,700,28,Same length,85,82,Index finger,May,Spring,No,No,Fruit,Water,Geography,7,11,4,Yes - broadband connection,In person,100,110,50,10,24,20,50,10,35,15,24,15,10,9,Very little,Graduate degree,Rap/Hip hop,Invisibility,Happy,Musician or singer,"Wildlife, animals",-7.0
USA,MA,2018,11,Female,17,Right-Handed,157.0,19,164.0,2,Walk,10,0.435,60,Soccer,690,626,551,620,818,818,17,Right foot,7.5,6,Ring finger,October,Spring,Yes,No,Desserts,Coffee,Art,7,5,7,Yes - other,Cell phone,62,53,150,45,14,130,15,150,150,150,150,95,20,10,Some,Other,Other,Fly,Happy,Other,Health,-7.0
USA,AL,2022,12,Male,18,Right-Handed,172.0,26,179.0,1,Car,1,.65,34,Football (American), 200,400,200,500,500,800,26.5,Left foot,8.5,8,Index finger,September,Winter,No,No,Seafood,Water,Physical education,8,10,6,Yes - dial-up connection,Internet chat or instant messaging,108,101,30,1,0,2,0,0,3,3,2,1,0,1,Some,Graduate degree,Country,Fly,Happy,Relative,Health,-7.0
USA,MA,2016,6,Male,12,Right-Handed,159.0,25.5,166.0,1,Car,12,.339,44,Lacrosse,950,950,1000,1000,100,100,26,Left foot,94,100,Ring finger,January,Winter,No,No,No favorite,Milk,Social studies,9,9.5,5,Yes - broadband connection,Text messaging,0,0,5,0,1,7,5,3,0,0,1,0,0,1,Very little,Graduate degree,Techno/Electronic,Invisibility,Happy,Business person,"Arts, culture, sports",-7.0
USA,MA,2016,6,Male,11,Right-Handed,153.0,24,160.0,2,Bus,35,0.32,31,Martial Arts,900,900,300,700,800,800,24,Same length,92,100,Ring finger,May,Spring,Yes,No,Rice/Noodle dishes,Water,Computers and technology,9,8,3,Yes - broadband connection,E-mail,0,0,2,0,4,2,5,0,0,0,1,1,0,0,Some,Graduate degree,Country,Freeze time,Happy,Relative,"Wildlife, animals",-7.0
USA,MA,2023,12,Female,17,Right-Handed,166.0,22,173.0,1,Car,25,0.425,39,Walking/Hiking,1000,952,995,945,460,904,23,Left foot,7.5,8,Ring finger,February,Fall,Yes,No,Rice/Noodle dishes,Tea,Art,9,7,6,Yes - other,Text messaging,25,25,12,100,8,89,15,0,120,100,112,15,11,2,A lot,Graduate degree,Pop,Invisibility,Famous,Relative,Environment,-7.0
USA,AL,2022,12,Female,18,Right-Handed,160.0,23.28,167.0,1,Car,8,.38,45,Gymnastics,1000,1000,1000,1000,1000,1000,23.28,Same length,70,70,Index finger,November,Summer,No,No,Salads,Water,Other,7,9,6,Yes - dial-up connection,Other,50,50,10,1,2,20,10,0,25,5,50,5,0,5,Some,Graduate degree,Country,Freeze time,Happy,Religious figure,"Wildlife, animals",-7.0
USA,FL,2015,12,Male,17,Right-Handed,175.0,25,182.0,2,Bus,15,0.233,54.0,Cycling,150.0,250.0,200.0,400.0,600.0,600.0,26,Left foot,80.0,82,Ring finger,October,Winter,No,No,Meat,Water,Mathematics and statistics,8,10,1,Yes - broadband connection,In person,15,20,4,.5,15,1,15,3.0,12.0,2,15,0,0.0,6.0,Some,Graduate degree,Rock and roll,Fly,Rich,Business person,"Wildlife, animals",-7.0
USA,MA,2014,12,Male,17,Right-Handed,193.0,28,200.0,2,Bus,25,.337,51,Dancing,600,600,700,700,0,800,29,Left foot,113,109,Index finger,March,Fall,No,No,No favorite,Milk,Science,7,8,5,Yes - broadband connection,In person,2,2,5,0,21,32,0,10,2,2,28,12,0,10,Some,Graduate degree,Classical,Telepathy,Rich,Religious figure,Health,-7.0
USA,MA,2015,12,Male,18,Left-Handed,180.0,29,187.0,1,Walk,3,.353,40,Basketball,0,500,500,500,1000,1000,29,Same length,70,80,Ring finger,December,Winter,Yes,No,Meat,Water,Mathematics and statistics,5,9,3,Yes - broadband connection,Text messaging,250,250,19,1,14,15,30,5,2,10,10,8,0,3,Some,Undergraduate degree,Rap/Hip hop,Fly,Happy,Relative,Health,-7.0
USA,MA,2023,12,Male,18,Ambidextrous,182.8,26,190.0,1,Car,25,.291,38,Football (American),775,770,909,882,1000,1000,26,Same length,75,70,Ring finger,June,Fall,No,No,Meat,Water,Mathematics and statistics,7,7,4,Yes - broadband connection,Cell phone,50,50,9,8,8,3,10,7,6,5,6,4,40,2,Very little,Graduate degree,Rock and roll,Fly,Happy,Relative,"Wildlife, animals",-7.199999999999989
USA,AL,2023,12,Male,17,Right-Handed,172.7,25.4,180.0,0,Car,8,0.398,48,Athletics,310,861,1000,545,294,193,170,Right foot,70mm,80mm,Ring finger,March,Summer,Yes,No,Poultry,Sports drink,Physical education,9,11,4,Yes - broadband connection,Text messaging,30,20,3,8,4,9,9,1,1,1,1,3,0,2,A lot,Graduate degree,Rap/Hip hop,Invisibility,Happy,Sports person,Education/Youth development,-7.300000000000011
USA,AL,2023,12,Male,17,Right-Handed,172.7,25.4,180.0,0,Car,8,0.398,48,Athletics,310,861,1000,545,294,193,170,Right foot,70mm,80mm,Ring finger,March,Summer,Yes,No,Poultry,Sports drink,Physical education,9,11,4,Yes - broadband connection,Text messaging,30,20,3,8,4,9,9,1,1,1,1,3,0,2,A lot,Graduate degree,Rap/Hip hop,Invisibility,Happy,Sports person,Education/Youth development,-7.300000000000011
USA,MA,2019,11,Male,16,Right-Handed,174.5,27,182.0,2,Car,10,.297,32,Soccer,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5
USA,FL,2019,12,Female,17,Right-Handed,167.5,21.5,175.0,1,Car,10,0.93,49.0,Other,900.0,1000.0,500.0,600.0,100.0,700.0,22,Left foot,70.0,75,Ring finger,July,Summer,No,No,Poultry,Water,Science,7,9,4,Yes - broadband connection,Text messaging,30,30,1,3,20,50,10,10.0,10.0,40,10,5,0.0,10.0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Doctor or nurse,Other,-7.5
USA,FL,2016,12,Male,17,Right-Handed,174.0,25.3,181.5,1,Car,20,0.681,53.0,Bowling,500.0,0.0,0.0,0.0,1000.0,1000.0,25.1,Right foot,85.0,84,Index finger,June,Winter,No,No,Desserts,Tea,Mathematics and statistics,8,12,1,Yes - broadband connection,Internet chat or instant messaging,40,40,8,1,5,4,1,20.0,3.0,2,30,1,10.0,1.0,Some,Graduate degree,Pop,Fly,Happy,Relative,"Wildlife, animals",-7.5
USA,AL,2023,12,Female,18,Left-Handed,162.5,24,170.0,1,Bus,20,0.578,84,Running/Jogging,1000,503,1000,802,107,1000,24,Same length,7,6,Index finger,November,Winter,No,No,Seafood,Water,Music,9,4,4,Yes - broadband connection,Cell phone,5,4,35,0,5,6,0,0,35,15,35,0,0,7,A lot,Graduate degree,Pop,Telepathy,Healthy,Doctor or nurse,Environment,-7.5
USA,AL,2023,12,Male,17,Left-Handed,177.8,24cm,185.4,1,Car,12 ,0.416,63,Other,2,3,4,5,5,1000,25,Left foot,,,,February,Spring,Yes,No,Breads/Sandwiches,Water,Other,5,9,2,Yes - other,"Myspace, Facebook, other social networking sites, or blog",2,3,7,6,2,7,3,5,4,8,5,3,0,2,Very little,Graduate degree,Country,Freeze time,Healthy,Religious figure,Health,-7.599999999999994
USA,MA,2020,12,Male,17,Right-Handed,167.6,26.67,175.2,2,Rail (Train/Tram/Subway),45,0.313,30,Running/Jogging,866,749,679,807,1000,840,26.67,Same length,76.2,76,Index finger,October,Fall,Yes,No,Poultry,Water,Science,6,9,7,Yes - broadband connection,Text messaging,2,2,,,,,,,,,,,,,Some,Other,,Telepathy,Rich,Other,Education/Youth development,-7.599999999999994
